"Client","Beneficiary Name","Transaction #","Bank Confirmaton ID","Transaction ID","Destination Currency","Destination Amount","Local Conversion Currency","Batch","Status","USD Value","Uploaded Date","Stage_2_Approved","Compliance Cleared","PG_PROCESSING","MANUAL_PG","SENT_TO_BANK","Error-Sub Status","Error Description","Paid","Returned","Cancelled"
"Aseem Label","USA Tin","SWAMI2","PY10118944","","EUR","200.00","EUR","EUR-All.xlsx","Processing Transaction",234.54,"27/07/2017 10:13:47","27/07/2017 10:14:06","","","","",,,"","",""
"Aseem Label","USA Tin","SHREE14","PY10118930","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:59:53","27/07/2017 09:59:53","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE13","PY10118929","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:59:25","27/07/2017 09:59:25","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE12","PY10118928","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:59:03","27/07/2017 09:59:03","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE11","PY10118927","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:58:43","27/07/2017 09:58:43","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE10","PY10118926","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:58:13","27/07/2017 09:58:13","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE9","PY10118925","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:57:56","27/07/2017 09:57:56","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE8","PY10118924","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:57:37","27/07/2017 09:57:37","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE7","PY10118923","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:57:13","27/07/2017 09:57:13","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE6","PY10118922","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:56:50","27/07/2017 09:56:50","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE5","PY10118921","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:55:52","27/07/2017 09:55:52","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE4","PY10118920","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:53:53","27/07/2017 09:53:53","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE3","PY10118919","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:52:59","27/07/2017 09:52:59","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE2","PY10118918","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:50:23","27/07/2017 09:50:24","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","SHREE1","PY10118917","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:46:21","27/07/2017 09:46:37","27/07/2017 09:47:44","27/07/2017 09:47:44","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","AT13","PY10118911","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT12","PY10118910","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT11","PY10118909","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT10","PY10118908","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT9","PY10118907","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT8","PY10118906","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT7","PY10118905","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT6","PY10118904","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT5","PY10118903","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT4","PY10118902","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT3","PY10118901","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT2","PY10118900","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","AT1","PY10118899","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:42:01","27/07/2017 09:44:10","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx1","PY10118898","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:42:01","","","","","","DATA ERROR","Validation Error: Transaction with number USAXxx1, already under process.","","",""
"Aseem Label","USA Tin","USAXxx1","PY10118881","","USD","200.00","USD","USD-All.xlsx","Error",200,"27/07/2017 09:36:23","27/07/2017 09:36:54","27/07/2017 09:40:26","27/07/2017 09:40:26","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","USA Tin","USAXxx14","PY10118894","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx13","PY10118893","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx12","PY10118892","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx11","PY10118891","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx10","PY10118890","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx9","PY10118889","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx8","PY10118888","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx7","PY10118887","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx6","PY10118886","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:24","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx5","PY10118885","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:23","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx4","PY10118884","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:23","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx3","PY10118883","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:23","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXxx2","PY10118882","","USD","200.00","USD","USD-All.xlsx","Processing Transaction",200,"27/07/2017 09:36:23","27/07/2017 09:36:54","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx14","PY10118880","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx13","PY10118879","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx12","PY10118878","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx11","PY10118877","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx10","PY10118876","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx9","PY10118875","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx8","PY10118874","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx7","PY10118873","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx6","PY10118872","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx5","PY10118871","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx4","PY10118870","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:35:18","","","","","","DATA ERROR","Validation Error: ""Routing Code Value 2"": XYZZY123456, IFSC should be alphanumeric with only 11 characters in length.<br>","","",""
"Aseem Label","USA Tin","USAXx3","PY10118869","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx2","PY10118868","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAXx1","PY10118867","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:35:18","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX14","PY10118866","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX13","PY10118865","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX12","PY10118864","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX11","PY10118863","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX10","PY10118862","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX9","PY10118861","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX8","PY10118860","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX7","PY10118859","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX6","PY10118858","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX5","PY10118857","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX4","PY10118856","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:32:37","","","","","","DATA ERROR","Validation Error: ""Routing Code Value 2"": ABCDEFGH, IFSC should be alphanumeric with only 11 characters in length.<br>","","",""
"Aseem Label","USA Tin","USAX3","PY10118855","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX2","PY10118854","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:37","","","","","",,,"","",""
"Aseem Label","USA Tin","USAX1","PY10118853","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:32:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA14","PY10118852","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA13","PY10118851","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA12","PY10118850","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA11","PY10118849","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA10","PY10118848","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA9","PY10118847","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA8","PY10118846","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA7","PY10118845","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA6","PY10118844","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA5","PY10118843","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA4","PY10118842","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:30:36","","","","","","DATA ERROR","Validation Error: ""Routing Code Value 2"": ABCDEFGH, IFSC should be alphanumeric with only 11 characters in length.<br>","","",""
"Aseem Label","USA Tin","ALLUSA3","PY10118841","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA2","PY10118840","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALLUSA1","PY10118839","","USD","200.00","USD","USD-All.xlsx","Approval Pending",,"27/07/2017 09:30:36","","","","","",,,"","",""
"Aseem Label","USA Tin","ALL12","PY10118838","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL12, already under process.","","",""
"Aseem Label","USA Tin","ALL11","PY10118837","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL11, already under process.","","",""
"Aseem Label","USA Tin","ALL10","PY10118836","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL10, already under process.","","",""
"Aseem Label","USA Tin","ALL9","PY10118835","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL9, already under process.","","",""
"Aseem Label","USA Tin","ALL8","PY10118834","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL8, already under process.","","",""
"Aseem Label","USA Tin","ALL7","PY10118833","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL7, already under process.","","",""
"Aseem Label","USA Tin","ALL6","PY10118832","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL6, already under process.","","",""
"Aseem Label","USA Tin","ALL5","PY10118831","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL5, already under process.","","",""
"Aseem Label","USA Tin","ALL4","PY10118830","","USD","200.00","USD","USD-All.xlsx","Error",,"27/07/2017 09:29:39","","","","","","DATA ERROR","Validation Error: Transaction with number ALL4, already under process.","","",""
